电影ID,电影链接,电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb,豆瓣评分,评价人数,5星,4星
11443316,https://movie.douban.com/subject/11443316/,龙之谷：破晓奇兵 (2014),宋岳峰,卓然 / 宋岳峰 / 比尔·伯顿 / 钟岳峰,胡歌 / 景甜 / 徐娇 / 夏梓桐 / 沈达威 / 更多...,动画 / 奇幻 / 冒险,中国大陆,汉语普通话 / 粤语,2014-07-31(中国大陆) / 2020-01-04(中国大陆重映),88分钟,龙之谷之黑龙崛起 / 龙之谷大电影 / 龙之谷前传 / Dragon Nest: Warriors' Dawn / Dragon Nest: Rise of the Black Dragon,tt2911342,7.8,35755,27.4%,41.7%
11443807,https://movie.douban.com/subject/11443807/,"蝙蝠侠：黑暗骑士归来(上) Batman: The Dark Knight Returns, Part 1 (2012)",杰伊·欧力瓦,鲍勃·古德曼 / 鲍勃·凯恩 / 弗兰克·米勒,彼得·威勒 / 阿芮尔·温特 / 迈克尔·爱默生 / 迈克尔·麦基恩 / 韦德·威廉姆斯 / 更多...,动作 / 动画,美国,英语,2012-09-25(美国),76分钟,,tt2313197,8.5,30148,41.0%,42.7%
11443810,https://movie.douban.com/subject/11443810/,"蝙蝠侠：黑暗骑士归来(下) Batman: The Dark Knight Returns, Part 2 (2013)",杰伊·欧力瓦,鲍勃·古德曼 / 弗兰克·米勒,彼得·威勒 / 阿芮尔·温特 / 迈克尔·爱默生 / 迈克尔·麦基恩 Michael McKean / 马克·瓦雷 Mark Valley / 更多...,动作 / 动画,美国,英语,2013-01-29(美国),76分钟,,tt2166834,8.9,31540,56.4%,33.7%
11499092,https://movie.douban.com/subject/11499092/,空之境界 未来福音 劇場版 空の境界 未来福音 (2013),须藤友德,奈须蘑菇,坂本真绫 / 铃村健一 / 本田贵子 / 井口裕香 / 石田彰 / 更多...,动画 / 奇幻,日本,日语,2013-09-28(日本),90分钟,空之境界剧场版：未来福音 / Future Gospel / The Garden of Sinners: Recalled Out Summer / Kara no Kyoukai: Mirai Fukuin,tt2983564,9.1,12674,65.0%,26.8%
11500954,https://movie.douban.com/subject/11500954/,编舟记 舟を編む (2013),石井裕也,渡边谦作 / 三浦紫苑,松田龙平 / 宫崎葵 / 小田切让 / 黑木华 / 渡边美佐子 / 更多...,剧情,日本,日语,2013-04-13(日本),134分钟,字里人间(港) / 宅男的恋爱字典(台) / 大渡海 / 字里人生 / The Great Passage,tt2315226,8.6,80803,41.2%,46.2%
11501396,https://movie.douban.com/subject/11501396/,边境风云 (2012),程耳,程耳,孙红雷 / 王珞丹 / 张默 / 杨坤 / 倪大红 / 更多...,剧情 / 犯罪,中国大陆,汉语普通话 / 四川话 / 缅甸语,2012-08-17(中国大陆),100分钟,Lethal Hostage,tt2385138,7.9,128336,22.3%,51.5%
11502154,https://movie.douban.com/subject/11502154/,邋遢大王奇遇记 (2012),钱运达 / 阎善春,凌纾,范楚绒 / 谢添天 / 罗玉婷 / 王肖兵 / 符冲,动画 / 儿童,中国大陆,汉语普通话,2012-08-17(中国大陆),86分钟,邋遢大王奇遇记 影院版 / Slovenly Boy's Adventure,,8.6,40086,43.2%,44.6%
11510453,https://movie.douban.com/subject/11510453/,不老骑士：欧兜迈环台日记 不老騎士：歐兜邁環台日記 (2012),华天灏,未知,赖清炎 / 朱妙贵 / 赖秀升 / 王克岭 / 刘樹发 / 更多...,纪录片,中国台湾,汉语普通话 / 闽南语,2012-10-11(中国台湾),90分钟,不老骑士 电影版 / Go Grandriders,tt2567390,8.9,6555,55.3%,33.7%
11510624,https://movie.douban.com/subject/11510624/,全民目击 (2013),非行,非行,孙红雷 / 余男 / 郭富城 / 邓家佳 / 赵立新 / 更多...,剧情 / 悬疑 / 犯罪,中国大陆,汉语普通话,2013-09-13(中国大陆),119分钟,Silent Witness,tt3204696,7.8,383131,23.2%,49.0%
11516701,https://movie.douban.com/subject/11516701/,再见金华站 (2011),毕鑫业,毕鑫业,张师 / 王羽西 / 刘恩硕,剧情 / 短片,中国大陆,汉语普通话,2011-06-24(中国大陆),25分钟,Goodbye,tt16297084,8.7,16396,53.5%,32.9%
11520649,https://movie.douban.com/subject/11520649/,"麦克法兰 McFarland, USA (2015)",妮琪·卡罗,查尔斯·克利夫兰,凯文·科斯特纳 / 拉米罗·罗德里格斯 / 卡洛斯·普拉斯 / 约翰尼·奥蒂斯 / 拉斐尔·马丁内斯 / 更多...,剧情 / 传记 / 运动,美国,英语,2015-02-20(美国),129分钟,梦想越野队(台) / McFarland,tt2097298,8.4,38077,34.9%,50.2%
11524967,https://movie.douban.com/subject/11524967/,海底总动员2：多莉去哪儿 Finding Dory (2016),安德鲁·斯坦顿 / 安格斯·麦克莱恩,安德鲁·斯坦顿 / 维多利亚·斯特劳斯 / 鲍勃·彼德森,艾伦·德杰尼勒斯 / 艾伯特·布鲁克斯 / 艾德·奥尼尔 / 凯特琳·奥尔森 / 海登·罗兰斯 / 更多...,喜剧 / 动画 / 冒险,美国,英语,2016-06-17(中国大陆/美国),97分钟,海底总动员2：寻找多莉 / 寻找多莉 / 海底奇兵2(港),tt2277860,7.7,148772,22.0%,45.6%
11525673,https://movie.douban.com/subject/11525673/,布达佩斯大饭店 The Grand Budapest Hotel (2014),韦斯·安德森,韦斯·安德森 / 雨果·吉尼斯 / 斯蒂芬·茨威格,拉尔夫·费因斯 / 托尼·雷沃罗利 / 阿德里安·布罗迪 / 威廉·达福 / 裘德·洛 / 更多...,剧情 / 喜剧 / 冒险,美国 / 德国 / 英国,英语 / 法语 / 德语,2014-02-06(柏林电影节) / 2014-03-28(美国),99分钟,布达佩斯大酒店(港) / 欢迎来到布达佩斯大饭店(台),tt2278388,8.9,1089715,55.3%,35.7%
11527487,https://movie.douban.com/subject/11527487/,弗兰西丝·哈 Frances Ha (2012),诺亚·鲍姆巴赫,诺亚·鲍姆巴赫 / 格蕾塔·葛韦格,格蕾塔·葛韦格 / 米奇·萨姆纳 / 迈克尔·埃斯佩尔 / 亚当·德赖弗 / 迈克尔·泽根 / 更多...,剧情 / 喜剧,美国,英语,2012-09-01(特柳赖德电影节) / 2013-05-17(美国),86分钟,纽约哈哈哈(台) / 凡事哈(港) / 纽约娃哈哈(港) / 弗兰西丝·夏 / 弗兰西斯·哈 / 芭蕾女汉子,tt2347569,8.5,83589,40.3%,45.5%
11584016,https://movie.douban.com/subject/11584016/,与神同行：罪与罚 신과함께-죄와 벌 (2017),金容华,金容华,河正宇 / 车太贤 / 朱智勋 / 金香起 / 金东旭 / 更多...,剧情 / 奇幻,韩国,韩语,2017-12-20(韩国),139分钟,与神同行 / 与神一起 / 与神同在 / 和神一起 / Along With the Gods: The Two Worlds / Along With God,tt7160070,7.8,253692,25.1%,45.2%
11584019,https://movie.douban.com/subject/11584019/,海洋之歌 Song of the Sea (2014),汤姆·摩尔,汤姆·摩尔 / 威尔·柯林斯,大卫·罗尔 / 布莱丹·格里森 / 丽莎·汉尼根 / 菲奥纽拉·弗拉纳根 / 露西·奥康奈尔 / 更多...,动画 / 奇幻 / 冒险,爱尔兰 / 丹麦 / 比利时 / 卢森堡 / 法国,英语 / 爱尔兰语 / 苏格兰盖尔语,2016-08-12(中国大陆) / 2014-09-06(多伦多电影节) / 2015-07-10(爱尔兰),93分钟 / 94分钟(中国大陆),海洋幻想曲(台) / Le Chant de la Mer,tt1865505,8.8,183988,51.5%,37.9%
11584024,https://movie.douban.com/subject/11584024/,我们仍未知道那天所看见的花的名字 剧场版 劇場版 あの日見た花の名前を僕達はまだ知らない。 (2013),长井龙雪,冈田麿里,入野自由 / 茅野爱衣 / 户松遥 / 樱井孝宏 / 早见沙织 / 更多...,动画,日本,日语,2013-08-31(日本),99分钟,我们仍未知道那天所看见的花名 剧场版(台) / 未闻花名剧场版 / 那朵花 / あの花 / Anohana / Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai. the Movie,tt2323836,8.6,49463,50.2%,34.9%
11584063,https://movie.douban.com/subject/11584063/,荒唐事件 (1990),李新,李新 / 华夏,赵有亮 / 管宗祥 / 张天喜 / 王善文 / 陈祖荣 / 更多...,剧情 / 喜剧,中国大陆,汉语普通话,1990,78分钟,,tt0333605,8.7,9598,49.4%,37.1%
11589036,https://movie.douban.com/subject/11589036/,功夫熊猫3 Kung Fu Panda 3 (2016),吕寅荣 / 亚历山德罗·卡罗尼,乔纳森·阿贝尔 / 格伦·伯杰,杰克·布莱克 / 布莱恩·克兰斯顿 / 达斯汀·霍夫曼 / 安吉丽娜·朱莉 / J·K·西蒙斯 / 更多...,喜剧 / 动作 / 动画 / 冒险,美国 / 中国大陆,英语,2016-01-29(美国/中国大陆),95分钟,熊猫阿宝3 / 阿宝正传3,tt2267968,7.8,402181,22.4%,47.6%
11598669,https://movie.douban.com/subject/11598669/,宵禁 Curfew (2012),肖恩·克里斯汀森,肖恩·克里斯汀森,法提玛·普塔塞克 / 肖恩·克里斯汀森 / 金·艾伦 / 达纳·西格尔 / 克里斯汀·霍莉·史密斯,剧情 / 短片,美国,英语,2012-05-08(克拉克夫电影节),19分钟,能不能让我好好自杀?!（网） / 晚钟时刻,tt2088735,8.2,37687,30.0%,49.6%
11600078,https://movie.douban.com/subject/11600078/,目击者之追凶 目擊者 (2017),程伟豪,程伟豪 / 陈昱俐 / 陈彦齐,庄凯勋 / 许玮甯 / 柯佳嬿 / 李铭顺 / 李淳 / 更多...,悬疑 / 惊悚 / 犯罪,中国台湾,汉语普通话 / 闽南语,2017-03-31(中国台湾) / 2017-06-21(上海电影节),117分钟,Who Killed Cock Robin,tt5576318,8.2,211420,29.8%,52.3%
11606328,https://movie.douban.com/subject/11606328/,霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug (2013),彼得·杰克逊,J.R.R.托尔金 / 弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / 吉尔莫·德尔·托罗,伊恩·麦克莱恩 / 马丁·弗瑞曼 / 理查德·阿米蒂奇 / 本尼迪克特·康伯巴奇 / 奥兰多·布鲁姆 / 更多...,动作 / 奇幻 / 冒险,美国 / 新西兰,英语,2014-02-21(中国大陆) / 2013-12-13(美国),161分钟 / 186分钟(加长版),霍比特人2：史矛革荒漠 / 哈比人：荒谷魔龙(港) / 哈比人：荒谷恶龙(台) / 霍比特人2：斯毛戈荒漠 / 指环王前传：霍比特人(中) / The Hobbit: Part 2,tt1170358,8.5,399476,42.0%,43.6%
11613507,https://movie.douban.com/subject/11613507/,变态者意识形态指南 The Pervert's Guide to Ideology (2013),索菲亚·菲尼斯,斯拉沃热·齐泽克,斯拉沃热·齐泽克,纪录片,英国 / 爱尔兰,英语,2013-10-04(英国),136分钟,齐泽克电影指南：意识形态篇(港) / 意识形态疯癫指南,tt2152198,9.1,8876,61.1%,31.9%
11615927,https://movie.douban.com/subject/11615927/,银魂剧场版：完结篇 直到永远的万事屋 劇場版 銀魂 完結篇 万事屋よ永遠なれ (2013),藤田阳一,大和屋晓,杉田智和 / 阪口大助 / 钉宫理惠 / 矶部勉 / 山寺宏一 / 更多...,剧情 / 动画,日本,日语,2013-07-06(日本),110分钟,银魂完结篇剧场版：永远的万事屋(港) / Gintama: The Final Movie / Final Gintama The Movie: Be Forever Yorozuya,tt2374144,9.3,38471,72.9%,19.6%
11624706,https://movie.douban.com/subject/11624706/,小黄人大眼萌 Minions (2015),凯尔·巴尔达 / 皮埃尔·柯芬,布莱恩·林奇,桑德拉·布洛克 / 乔恩·哈姆 / 迈克尔·基顿 / 艾莉森·珍妮 / 史蒂夫·库根 / 更多...,喜剧 / 动画,美国,英语 / 西班牙语,2015-09-13(中国大陆) / 2015-07-10(美国),91分钟,小黄人 / 迷你兵团(港) / 小小兵(台) / 小黄人大电影,tt2293640,7.8,332366,25.8%,44.5%
11627068,https://movie.douban.com/subject/11627068/,大明劫 (2013),王竞,谢晓东 / 周荣扬,冯远征 / 戴立忍 / 冯韵之 / 杨旸 / 钱学格 / 更多...,剧情 / 历史 / 古装,中国大陆,汉语普通话,2013-10-25(中国大陆) / 2013-08-31(蒙特利尔电影节),109分钟,Fall of Ming,tt3336934,8.2,110300,32.2%,48.5%
11803087,https://movie.douban.com/subject/11803087/,异形：契约 Alien: Covenant (2017),雷德利·斯科特,迈克尔·格林 / 杰克·帕格恩 / 约翰·洛根,迈克尔·法斯宾德 / 凯瑟琳·沃特斯顿 / 比利·克鲁德普 / 丹尼·麦克布莱德 / 德米安·比齐尔 / 卡门·艾乔戈 / 朱西·斯莫利特 / 考莉·埃尔南德斯 / 艾米·西米茨 / 纳撒尼尔·迪安 / 亚历山大·英格兰 / 本杰明·里格比 / 乌利·拉图基孚 / 泰丝·哈乌布里奇 / 罗蕾莱·金 / 哈维尔·博泰特 / 詹姆斯·弗兰科 / 盖·皮尔斯 / 劳米·拉佩斯,科幻 / 恐怖,美国,英语,2017-06-16(中国大陆) / 2017-05-10(法国) / 2017-05-19(美国),122分钟 / 116分钟(中国大陆),异形：圣约(港/台) / 神奇异形在哪里(豆友译名) / 已开：大勺(豆友译名) / 异形：失乐园 / 普罗米修斯2 / Prometheus 2 / Alien: Paradise Lost,tt2316204,7.4,309590,14.3%,46.7%
11808948,https://movie.douban.com/subject/11808948/,海绵宝宝 The SpongeBob Movie: Sponge Out of Water (2015),保罗·提比特 / 迈克·米切尔,格伦·伯杰 / 乔纳森·阿里斯 / 史蒂芬·海伦伯格,安东尼奥·班德拉斯 / 艾瑞克·鲍扎 / 蒂姆·康威 / 埃迪·狄森 / 罗伯·鲍森 / 更多...,喜剧 / 动画 / 冒险,美国,英语,2015-12-01(中国大陆) / 2015-02-06(美国),93分钟,海绵宝宝：脱水大冒险(港) / 海绵宝宝：海陆大出击(台) / 海绵宝宝历险记：海绵出水 / 海绵宝宝：水兵陆战队 / 海绵宝宝历险记2 / 海绵宝宝3D / SpongeBob SquarePants 2 / The SpongeBob SquarePants Movie 2,tt2279373,7.7,54158,23.7%,41.4%
11810348,https://movie.douban.com/subject/11810348/,马达加斯加的企鹅 Penguins of Madagascar (2014),埃里克·达尼尔 / 西蒙·J·史密斯,约翰·阿布德 / 迈克尔·科尔顿 / 埃里克·达尼尔 / 汤姆·麦格拉思 / 布兰登·索耶,汤姆·麦格拉思 / 克里斯·米勒 / 克里斯多夫·奈茨 / 本尼迪克特·康伯巴奇 / 郑肯 / 更多...,喜剧 / 动画 / 冒险,美国,英语 / 汉语普通话 / 意大利语,2014-11-14(中国大陆) / 2014-11-26(美国),92分钟,马达加斯加爆走企鹅(台) / 荒失失企鹅(港),tt1911658,7.8,176777,23.0%,47.4%
1291543,https://movie.douban.com/subject/1291543/,功夫 (2004),周星驰,曾瑾昌 / 陈文强 / 周星驰 / 霍昕,周星驰 / 元秋 / 元华 / 黄圣依 / 梁小龙 / 更多...,喜剧 / 动作 / 犯罪 / 奇幻,中国大陆 / 中国香港,粤语 / 汉语普通话 / 手语,2004-12-23(中国大陆/中国香港) / 2015-01-15(中国大陆3D) / 2004-09-14(多伦多电影节),100分钟(3D重映) / 95分钟(中国大陆) / 99分钟(美国),功夫3D / Kung Fu Hustle,tt0373074,8.9,1342178,55.9%,33.3%
1291544,https://movie.douban.com/subject/1291544/,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban (2004),阿方索·卡隆,史蒂夫·克洛夫斯 / J·K·罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 加里·奥德曼 / 朱丽·沃特斯 / 更多...,奇幻 / 冒险,英国 / 美国,英语,2004-09-10(中国大陆) / 2024-10-25(中国大陆重映) / 2004-05-31(英国),141分钟,哈利波特3：阿兹卡班的逃犯(港/台) / 哈利·波特与阿兹卡班的逃犯 / 哈3,tt0304141,9,895024,58.6%,33.3%
1291545,https://movie.douban.com/subject/1291545/,大鱼 Big Fish (2003),蒂姆·波顿,丹尼尔·华莱士 / 约翰·奥古斯特,伊万·麦克格雷格 / 阿尔伯特·芬尼 / 比利·克鲁德普 / 杰西卡·兰格 / 海伦娜·伯翰·卡特 / 更多...,剧情 / 爱情 / 奇幻 / 冒险,美国,英语 / 法语 / 俄语 / 粤语 / 汉语普通话,2003-12-04(纽约首映) / 2004-01-09(美国),125分钟,大鱼奇缘(港) / 大智若鱼(台) / 大鱼老爸,tt0319061,8.8,630372,51.7%,37.1%
1291546,https://movie.douban.com/subject/1291546/,霸王别姬 (1993),陈凯歌,芦苇 / 李碧华,张国荣 / 张丰毅 / 巩俐 / 葛优 / 英达 / 更多...,剧情 / 爱情 / 同性,中国大陆 / 中国香港,汉语普通话,1993-07-26(中国大陆) / 1993-01-01(中国香港),171分钟 / 155分钟(美国剧场版),再见，我的妾 / Farewell My Concubine / Adieu Ma Concubine,tt0106332,9.6,2429157,82.4%,15.3%
1291548,https://movie.douban.com/subject/1291548/,死亡诗社 Dead Poets Society (1989),彼得·威尔,汤姆·舒尔曼,罗宾·威廉姆斯 / 罗伯特·肖恩·莱纳德 / 伊桑·霍克 / 乔西·查尔斯 / 盖尔·汉森 / 更多...,剧情,美国,英语 / 拉丁语,1989-06-02(多伦多首映) / 1989-06-09(美国),128 分钟,暴雨骄阳(港) / 春风化雨(台) / 壮志骄阳,tt0097165,9.2,887363,66.8%,26.9%
1291549,https://movie.douban.com/subject/1291549/,放牛班的春天 Les choristes (2004),克里斯托夫·巴哈蒂,乔治·沙普罗 / 勒·惠勒 / 诺埃-诺尔 / 克里斯托夫·巴哈蒂 / 菲利普·洛佩斯-屈瓦尔,让-巴蒂斯特·莫尼耶 / 热拉尔·朱尼奥 / 弗朗索瓦·贝莱昂 / 凯德·麦拉德 / 让-保罗·博奈雷 / 更多...,剧情 / 音乐,法国 / 瑞士 / 德国,法语,2004-10-16(中国大陆) / 2022-12-02(中国大陆重映) / 2004-03-17(法国),97分钟,歌声伴我心(港) / 唱诗班男孩 / The Chorus,tt0372824,9.3,1476933,71.0%,25.2%
1291550,https://movie.douban.com/subject/1291550/,天下无贼 (2004),冯小刚,王刚 / 林黎胜 / 张家鲁 / 冯小刚,刘德华 / 刘若英 / 王宝强 / 李冰冰 / 葛优 / 更多...,剧情 / 动作 / 犯罪,中国大陆 / 中国香港,汉语普通话,2004-12-09(中国大陆/中国香港),121分钟,A World Without Thieves,tt0439884,8.2,568417,29.6%,51.5%
1291552,https://movie.douban.com/subject/1291552/,指环王3：王者无敌 The Lord of the Rings: The Return of the King (2003),彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊利亚·伍德 / 西恩·奥斯汀 / 维果·莫腾森 / 奥兰多·布鲁姆 / 伊恩·麦克莱恩 / 更多...,剧情 / 动作 / 奇幻 / 冒险,美国 / 新西兰,英语 / 昆雅语 / 古英语 / 辛达林语,2004-03-12(中国大陆) / 2021-05-14(中国大陆重映) / 2003-12-17(美国),201分钟 / 254分钟(加长版) / 263分钟(蓝光加长版),魔戒三部曲：王者再临(台/港) / 指环王III：王者无敌 / 魔戒3：王者归来 / 指环王3：国王归来 / 指环王3：皇上回宫(豆友译名),tt0167260,9.3,913056,71.3%,23.3%
1291553,https://movie.douban.com/subject/1291553/,青木瓜之味 Mùi đu đủ xanh (1993),陈英雄,陈英雄,陈女氤溪 / 如琼 / 张氏禄 / 基奥·索万纳文 / 阮映华 / 更多...,剧情 / 爱情 / 音乐,越南 / 法国,越南语,1993-06-08,104 分钟,番木瓜香 / 青木瓜的滋味 / The Scent of Green Papaya / L'odeur de la papaye verte,tt0107617,7.7,100791,20.2%,48.2%
1291554,https://movie.douban.com/subject/1291554/,歌剧魅影 The Phantom of the Opera (2004),乔·舒马赫,加斯顿·勒鲁 / 安德鲁·洛伊德·韦伯 / 乔·舒马赫,杰拉德·巴特勒 / 埃米·罗森 / 帕特里克·威尔森 / 米兰达·理查森 / 明妮·德里弗 / 更多...,剧情 / 爱情 / 惊悚 / 音乐,英国 / 美国,英语 / 意大利语,2004-12-10(英国) / 2004-12-22(美国),143 分钟,歌声魅影(港) / 安德鲁洛伊韦伯之歌剧魅影(台) / 歌剧院幽灵 / 剧院魅影,tt0293508,8.5,175029,43.1%,41.7%
1291555,https://movie.douban.com/subject/1291555/,2046 (2004),王家卫,王家卫,梁朝伟 / 章子怡 / 王菲 / 木村拓哉 / 巩俐 / 更多...,剧情 / 爱情 / 奇幻,中国香港 / 中国大陆 / 法国 / 意大利 / 德国,粤语 / 汉语普通话 / 日语,2004-09-28(中国大陆) / 2004-09-29(中国香港) / 2004-05-20(戛纳电影节),129 分钟,,tt0212712,7.7,261220,22.7%,43.4%
1291556,https://movie.douban.com/subject/1291556/,乡愁 Ностальгия (1983),安德烈·塔可夫斯基,安德烈·塔可夫斯基 / 托尼诺·格拉,奥列格·扬科夫斯基 / 厄兰·约瑟夫森 / 多米齐亚娜·焦尔达诺 / 帕特里齐娅·特雷诺 / 劳拉·德·马奇 / 更多...,剧情,苏联 / 意大利,意大利语 / 俄语,1983-05-17(戛纳电影节),125分钟,怀乡 / Nostalghia / Nostalgia,tt0086022,9,57110,63.5%,27.3%
1291557,https://movie.douban.com/subject/1291557/,花样年华 花樣年華 (2000),王家卫,王家卫,张曼玉 / 梁朝伟 / 潘迪华 / 雷震 / 萧炳林 / 更多...,剧情 / 爱情,中国香港,粤语 / 沪语 / 法语,2000-11-24(中国大陆) / 2025-02-14(中国大陆·导演特别版) / 2000-09-29(中国香港) / 2000-05-20(戛纳电影节),103分钟(导演剪辑版) / 98分钟,花样年华导演特别版 / 花样年华4K修复版 / 花样年华导演剪辑版 / In the Mood for Love / 秘密 / 对倒,tt0118694,8.8,811876,50.6%,39.3%
